participant_id,TRIAL_INDEX,CURRENT_FIX_DURATION,CURRENT_FIX_END,CURRENT_FIX_INDEX,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_START,CURRENT_FIX_X,CURRENT_FIX_Y,EYE_TRACKED,NEXT_SAC_AMPLITUDE,NEXT_SAC_DIRECTION,article_id,article_title,article_batch,difficulty_level,paragraph_id,question,repeated_reading_trial,trial_index,selected_answer,is_correct,unique_paragraph_id,unique_trial_id
l39_542,8,116,10324,11,22,big,10209,574.7,329.3,Right,1.90,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,237,10585,12,20,number,10349,439.7,344.5,Right,3.29,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,160,10775,13,23,cats,10616,699.9,327.9,Right,2.66,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,210,11011,14,26,decreasing,10802,903.9,329.7,Right,2.82,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,136,11174,15,27,in,11039,1136.2,335.4,Right,4.01,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,169,11380,16,25,been,11212,827.0,330.4,Right,4.23,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,118,11653,17,27,in,11536,1143.3,312.1,Right,2.38,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,138,11815,18,26,decreasing,11678,954.4,321.4,Right,3.26,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,155,12004,19,28,south,11850,1198.0,345.8,Right,3.08,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,94,12130,20,30,for,12037,1430.9,360.1,Right,1.66,UP,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,118,12428,21,29,Asia,12311,1364.7,335.4,Right,1.73,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,149,12598,22,31,100,12450,1507.0,359.8,Right,2.98,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,118,12751,23,34,conservationists,12634,1732.8,366.8,Right,17.42,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,134,12975,24,.,.,12842,3212.7,209.1,Right,8.25,UP,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,104,13120,25,.,.,13017,3178.8,-396.2,Right,1.44,UP,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,141,13324,26,.,.,13184,3045.3,-516.3,Right,29.72,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,149,13605,27,41,them.,13457,861.6,482.1,Right,2.28,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,215,13856,28,43,number,13642,1018.3,386.0,Right,3.01,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,121,14002,29,46,royal,13882,1251.0,451.1,Right,2.05,UP,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,133,14168,30,29,Asia,14036,1308.4,323.2,Right,2.07,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,181,14372,31,31,100,14192,1478.9,339.4,Right,3.95,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,238,14642,32,34,conservationists,14405,1799.2,352.3,Right,1.50,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,362,15025,33,34,conservationists,14664,1914.0,352.9,Right,16.93,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,124,15220,34,38,we,15097,569.2,415.1,Right,2.24,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,106,15351,35,36,hope,15246,402.8,436.0,Right,4.06,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,291,15787,36,40,save,15497,714.0,436.3,Right,2.69,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,197,16010,37,42,The,15814,918.3,425.4,Right,3.24,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,252,16296,38,45,wild,16045,1171.3,446.1,Right,1.65,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,147,16464,39,46,royal,16318,1307.0,464.8,Right,3.24,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,170,16670,40,48,tigers,16501,1552.4,471.8,Right,2.31,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,154,16848,41,50,Nepal,16695,1760.8,469.9,Right,2.06,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,131,17102,42,52,increased,16972,1920.9,478.8,Right,16.56,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,166,17335,43,57,63.6%,17170,588.1,526.6,Right,1.73,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,134,17490,44,55,–,17357,461.4,559.5,Right,0.46,.,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,346,17846,45,54,198,17501,414.9,558.5,Right,2.09,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,243,18199,46,57,63.6%,17957,569.0,566.0,Right,0.77,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,166,18381,47,56,a,18216,507.4,567.7,Right,16.62,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,100,18549,48,51,has,18450,1831.0,480.9,Right,2.79,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,255,18833,49,52,increased,18579,2067.4,462.7,Right,18.43,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,186,19093,50,57,63.6%,18908,566.1,541.6,Right,1.34,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,71,19307,51,58,increase,19237,630.4,549.2,Right,2.45,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,139,19480,52,59,in,19342,843.9,558.5,Right,1.33,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,166,19666,53,60,five,19501,936.5,561.0,Right,2.42,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,111,19811,54,58,increase,19701,758.3,550.8,Right,8.03,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,188,20045,55,65,showed.,19858,1387.3,563.6,Right,1.54,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,179,20245,56,64,survey,20067,1274.6,563.5,Right,4.94,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,92,20375,57,68,very,20284,1661.5,569.8,Right,0.93,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,126,20664,58,69,good,20539,1734.9,555.1,Right,1.61,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,141,20826,59,70,"news,”",20686,1859.1,583.4,Right,0.27,.,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,120,20953,60,83,Wildlife,20834,1892.7,612.2,Right,16.56,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,137,21165,61,72,Maheshwar,21029,526.2,641.8,Right,0.95,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,239,21421,62,72,Maheshwar,21183,464.0,661.3,Right,0.33,.,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,248,21678,63,72,Maheshwar,21431,423.8,668.3,Right,0.31,.,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,146,21832,64,72,Maheshwar,21687,395.2,671.8,Right,1.02,UP,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,145,22121,65,72,Maheshwar,21977,446.8,678.4,Right,1.31,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,217,22358,66,72,Maheshwar,22142,545.4,676.2,Right,0.70,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,392,22762,67,73,"Dhakal,",22371,605.6,673.8,Right,0.70,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,116,22891,68,73,"Dhakal,",22776,645.1,666.9,Right,2.05,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,242,23155,69,75,ecologist,22914,810.6,673.9,Right,4.04,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,264,23599,70,77,Nepal's,23336,1123.4,669.9,Right,1.58,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,136,23756,71,78,Department,23621,1250.5,672.4,Right,2.92,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,151,23943,72,76,with,23793,1020.7,679.8,Right,1.83,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,140,24105,73,77,Nepal's,23966,1152.7,672.0,Right,2.11,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,165,24292,74,78,Department,24128,1336.4,674.2,Right,3.23,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,222,24548,75,80,National,24327,1588.7,662.0,Right,3.37,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,240,24819,76,83,Wildlife,24580,1861.6,663.8,Right,15.61,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,134,25017,77,84,Conservation.,24884,606.7,768.1,Right,1.79,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,75,25114,78,84,Conservation.,25040,457.7,786.5,Right,2.02,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,120,25412,79,84,Conservation.,25293,586.6,773.7,Right,7.64,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,143,25602,80,77,Nepal's,25460,1180.1,697.5,Right,3.66,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,140,25772,81,87,looked,25633,921.0,797.4,Right,1.91,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,233,26026,82,86,survey,25794,738.3,791.6,Right,3.90,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,253,26316,83,89,pictures,26064,1048.8,785.8,Right,4.32,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,126,26479,84,92,than,26354,1387.5,781.8,Right,1.61,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,134,26777,85,93,500,26644,1528.2,766.1,Right,1.52,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,80,26878,86,94,cameras,26799,1638.6,784.1,Right,5.66,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,235,27152,87,89,pictures,26918,1171.4,798.9,Right,1.65,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,111,27284,88,91,more,27174,1289.7,785.4,Right,3.08,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,168,27480,89,89,pictures,27313,1046.4,796.5,Right,1.02,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,139,27638,90,88,at,27500,978.0,793.8,Right,3.77,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,75,27742,91,90,from,27668,1288.8,794.9,Right,0.81,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,45,27939,92,91,more,27895,1361.3,761.6,Right,3.07,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,176,28145,93,94,cameras,27970,1615.1,772.3,Right,2.55,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,265,28434,94,96,five,28170,1837.3,769.8,Right,1.42,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,190,28644,95,97,protected,28455,1946.2,774.9,Right,0.48,.,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,191,28845,96,97,protected,28655,1993.1,770.5,Right,15.40,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,135,29059,97,101,wildlife,28925,714.7,890.0,Right,2.36,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,116,29199,98,100,three,29084,522.7,890.3,Right,6.55,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,212,29451,99,104,than,29240,1058.2,889.6,Right,1.53,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,109,29580,100,105,250,29472,1168.7,887.2,Right,4.50,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,107,29853,101,107,and,29747,1542.0,880.8,Right,2.02,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,158,30034,102,108,wildlife,29877,1724.8,889.4,Right,2.35,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,202,30260,103,110,worked,30059,1932.3,885.8,Right,0.62,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,76,30347,104,110,worked,30272,1982.0,881.9,Right,15.78,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,142,30565,105,115,cost,30424,667.9,1014.9,Right,2.29,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,179,30767,106,113,"survey,",30589,464.8,1017.2,Right,0.92,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,58,30844,107,114,which,30787,517.1,999.7,Right,3.52,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,138,31018,108,116,about,30881,825.2,1011.9,Right,11.75,UP,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,140,31210,109,26,decreasing,31071,1002.2,289.7,Right,4.83,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,168,31418,110,30,for,31251,1366.7,356.6,Right,5.77,RIGHT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
l39_542,8,168,31623,111,51,has,31456,1816.3,451.8,Right,2.82,LEFT,2,Nepal's Tiger Population on the Rise,3,Ele,1,What was done as part of the tiger population study?,False,8,A,True,3_2_1_Ele,l39_542_3_2_1_Ele_r0
